"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RKKXF8AG","newspaperArticle","2021","Ehmann, Annick; Erdmann, Elena; Pietsch, Christopher; Tröger, Julius","Herdenimmunität: Endet so die Pandemie?","Die Zeit","","0044-2070","","https://www.zeit.de/wissen/2021-06/herdenimmunitaet-corona-infektionsgeschehen-impfung-neuinfektionen-simulation","Wie viele Menschen muss man impfen, um Herdenimmunität zu erreichen? Und was heißt das für die Corona-Variante Delta? Testen Sie es mit unserem interaktiven Rechner.","2021-06-24","2021-10-19 12:10:18","2021-10-19 12:10:18","2021-10-19 12:10:18","","","","","","","Herdenimmunität","","","","","","Hamburg","de-DE","","","","","Die Zeit","","","<p>score: 0</p>","/Users/bfmaier/Zotero/storage/TZ7KXCVF/herdenimmunitaet-corona-infektionsgeschehen-impfung-neuinfektionen-simulation.html","","","Coronavirus; Pandemie; Gesundheit; Corona-Impfung; Delta-Variante; Herdenimmunität; Neuinfektion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wissen","","","",""
"WK73LHUA","newspaperArticle","2021","Ehmann, Annick; Erdmann, Elena; Pietsch, Christopher; Tröger, Julius","Herd Immunity: Is This How the Pandemic Comes to an End?","Die Zeit","","0044-2070","","https://www.zeit.de/wissen/2021-06/herd-immunity-calculator-covid-end-of-pandemic","How many people have to be vaccinated to achieve herd immunity against COVID-19? And how does the delta variant factor in? Find out with our interactive calculator.","2021-07-01","2021-10-19 12:11:07","2021-10-19 12:11:07","2021-10-19 12:11:07","","","","","","","Herd Immunity","","","","","","Hamburg","de-DE","","","","","Die Zeit","","","<p>score: 100</p>","/Users/bfmaier/Zotero/storage/5JSYQ5QD/herd-immunity-calculator-covid-end-of-pandemic.html","","","Coronavirus; Pandemie; Gesundheit; Corona-Impfung; Delta-Variante; Herdenimmunität; Neuinfektion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wissen","","","",""
"P9C3DKJI","newspaperArticle","2021","Herden, Birgit","Dritte Welle: Längere Impfintervalle würden Tausende Leben retten","DIE WELT","","","","https://www.welt.de/gesundheit/plus227507463/Dritte-Welle-Laengere-Impfintervalle-wuerden-Tausende-Leben-retten.html","Der Physiker Benjamin Maier hat ausgerechnet, wie man die bislang noch knappen Impfstoffe besser einsetzen könnte. Eine unorthodoxe Strategie könnte in den kommenden Monaten einiges Leid verhindern – wenn die Menschen bereit wären mitzumachen.","2021-03-03","2021-10-19 12:15:30","2021-10-19 12:15:30","2021-10-19 12:15:30","","","","","","","Dritte Welle","","","","","","","de","","","","","www.welt.de","","","<p>score: 20</p>","/Users/bfmaier/Zotero/storage/JRDE689Y/Dritte-Welle-Laengere-Impfintervalle-wuerden-Tausende-Leben-retten.html","","","Health & Medical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RV6FEBNB","newspaperArticle","2020","","""Eine Vorhersage würde ich für maximal sechs Tage wagen""","Welt am Sonntag","","","","","","2020-05-10","2021-10-19 12:18:49","2021-10-19 12:19:31","","","","","","","","","","","","","","","","","","","","","","","<p>score: 20</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VV5HARRX","newspaperArticle","2020","Herden, Birgit","Die Zahlen der Pandemie","Welt am Sonntag","","","","","","2020-05-10","2021-10-19 12:19:43","2021-10-19 12:32:30","","","","","","","","","","","","","","","","","","","","","","","<p>score: 20</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S5RMT8MR","tvBroadcast","2020","","Schneller als das Virus","ARTE Re:","","","","","","2020-06-12","2021-10-19 12:38:39","2021-10-19 12:39:32","","","","","","","","","","","","","ARTE","","","","","","","","","","<p>score: 100</p>","","","","","","","","","","","","","","","","","","","","","","","565","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXQRZHAE","magazineArticle","2022","Merlot, Julia","RKI-Modellierung der Omikron-Welle: Mitte Februar könnten die Fallzahlen wieder sinken","DER SPIEGEL","","2195-1349","","https://www.spiegel.de/wissenschaft/medizin/coronavirus-mitte-februar-koennten-die-fallzahlen-wieder-sinken-a-47050116-b31c-4dbc-a27c-514070af45f1","Einer RKI-Modellierung zufolge könnte die Zahl der Neuinfektionen in der Omikron-Welle Mitte Februar sinken – und eine Extrembelastung der Intensivstationen ausbleiben. Doch es gibt Unsicherheiten.","2022-02-03","2022-02-05 15:58:15","2022-02-05 15:58:57","2022-02-05 15:58:15","","","","","","","RKI-Modellierung der Omikron-Welle","","","","","","","de","","","","","www.spiegel.de","","","<p>score: 100</p>","/Users/bfmaier/Zotero/storage/7UQGRFTW/coronavirus-mitte-februar-koennten-die-fallzahlen-wieder-sinken-a-47050116-b31c-4dbc-a27c-51407.html","","","Coronavirus; Infektionskrankheiten; Corona-Impfungen; Coronavirus-Variante Omikron; Medizin; Wissenschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7QS3UMAZ","newspaperArticle","2022","Endt, Christian","Corona: Überlastung unwahrscheinlich, aber nicht ausgeschlossen","Die Zeit","","0044-2070","","https://www.zeit.de/wissen/2022-02/corona-ueberlastung-omikron-rki-karl-lauterbach","Wie geht es mit Omikron in den Kliniken weiter? Das RKI veröffentlicht das Modell, auf das sich Gesundheitsminister Lauterbach beruft. Es steckt voller Unsicherheiten.","2022-02-03","2022-02-05 15:59:23","2022-02-05 15:59:23","2022-02-05 15:59:23","","","","","","","Corona","","","","","","Hamburg","de-DE","","","","","Die Zeit","","","<p>score: 100</p>","/Users/bfmaier/Zotero/storage/EPEWP4HU/corona-ueberlastung-omikron-rki-karl-lauterbach.html","","","Coronavirus; RKI; Intensivstation; Karl Lauterbach; Omikron; Überlastung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wissen","","","",""
"MNXBVFIA","magazineArticle","","Hesseling, Claus; Behrend, Anna; Schwentker, Björn","Omikron: 300.000 Neuinfektionen pro Tag zu erwarten","NDR","","","","https://www.ndr.de/nachrichten/info/Omikron-300000-Neuinfektionen-pro-Tag-zu-erwarten-,omikron252.html","Zwischen Ende Februar und Anfang März könnte die Omikron-Welle in Deutschland ihren Höhepunkt erreicht haben - und das, ohne dass es zu einer Überlastung des Gesundheitssystems kommt.","","2022-02-05 15:59:41","2022-03-27 15:54:28","2022-02-05 15:59:41","","","","","","","Omikron","","","","","","","de","","","","","","","","<p>score: 100</p>","/Users/bfmaier/Zotero/storage/63VIB7R4/Omikron-300000-Neuinfektionen-pro-Tag-zu-erwarten-,omikron252.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XZQC4UD","magazineArticle","","Grösch, Anna","Wie sich die Omikron-Welle in Deutschland entwickeln könnte","ZDF","","","","https://www.zdf.de/uri/50ed1d77-f2c2-4171-917f-9a664023dca0","Eine Modellrechnung des RKI sagt den Verlauf der Omikron-Welle  in Deutschland voraus. Welche Unsicherheiten gibt es dabei?","","2022-02-05 16:01:12","2022-03-27 15:53:04","2022-02-05 16:01:12","","","","","","","","","","","","","","de","","","","","","","","<p>score: 50</p>","/Users/bfmaier/Zotero/storage/C3INJLGK/corona-omikron-rki-modellierung-verlauf-100.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXGEBRI3","magazineArticle","2022","","RKI stellt Modellrechnungen vor: Wie die Omikron-Welle verlaufen könnte","RP ONLINE","","","","https://rp-online.de/panorama/coronavirus/modellrechnungen-des-rki-wie-die-omikron-welle-verlaufen-koennte_aid-65921473","Wie verläuft die Omikron-Welle? Wie viele Infizierte könnte es pro Tag geben? Das Robert Koch-Institut stellt jetzt Ergebnisse von Modellierungen dazu ins Netz. Das Bundesgesundheitsministerium kennt sie nach RKI-Angaben schon länger.","2022-02-03","2022-02-05 16:01:53","2022-02-05 16:02:07","2022-02-05 16:01:53","","","","","","","RKI stellt Modellrechnungen vor","","","","","","","de","","","","","","","","<p>score: 5</p>","/Users/bfmaier/Zotero/storage/XUQ85HIW/modellrechnungen-des-rki-wie-die-omikron-welle-verlaufen-koennte_aid-65921473.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2JS95RY","newspaperArticle","2022","","RKI legt Modellierungen zu möglichen Verläufen vor","Berliner Morgenpost","","","","https://www.morgenpost.de/vermischtes/article234480549/RKI-legt-Modellierungen-zu-moeglichen-Verlaeufen-vor.html","Wie verläuft die Omikron-Welle? Wie viele Infizierte könnte es pro Tag geben? Das Robert Koch-Institut stellt jetzt Ergebnisse von Modellierungen dazu ins Netz.","2022-02-03","2022-02-05 16:02:31","2022-03-27 15:55:36","2022-02-05 16:02:31","","","","","","","","","","","","","","de-DE","","","","","","","","<p>score: 5</p>","/Users/bfmaier/Zotero/storage/46GFGD46/RKI-legt-Modellierungen-zu-moeglichen-Verlaeufen-vor.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQMH9VW8","magazineArticle","","","RKI-Modell rechnet mit 300.000 Omikron-Fällen pro Tag","Forschung & Wissen","","","","https://www.forschung-und-wissen.de/nachrichten/medizin/rki-modell-rechnet-mit-300.000-omikron-faellen-pro-tag-13375853","In Deutschland sind laut einer Modellrechnung 300.000 neue Omikron-Fällen pro Tag realistisch.","","2022-02-05 16:02:55","2022-02-05 16:03:18","2022-02-05 16:02:55","","","","","","","","","","","","","","de","","","","","","","","<p>score: 5</p>","/Users/bfmaier/Zotero/storage/HF4VBL2G/rki-modell-rechnet-mit-300.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CS87BUNE","magazineArticle","","","RKI wagt Omikron-Ausblick: Erneuter Lockdown könnte alles nur noch schlimmer machen","FOCUS Online","","","","https://www.focus.de/gesundheit/coronavirus/lauterbach-beruft-sich-darauf-jetzt-veroeffentlicht-das-rki-die-modelle-auf-die-sich-lauterbach-schon-seit-wochen-beruft_id_48165567.html","Die Fragen um Omikron und den weiteren Verlauf reißen nicht ab. Nun veröffentlicht das Robert-Koch-Institut die Modelle, auf die sich Gesundheitsminister Lauterbach seit Wochen beruft. Interessant ist vor allem, was dort zu den Lockdowns und Intensivstationen steht.","","2022-02-05 16:03:53","2022-02-05 16:04:04","2022-02-05 16:03:53","","","","","","","RKI wagt Omikron-Ausblick","","","","","","","de","","","","","","","","<p>score: 0</p>","/Users/bfmaier/Zotero/storage/LPF5VP36/lauterbach-beruft-sich-darauf-jetzt-veroeffentlicht-das-rki-die-modelle-auf-die-sich-lauterbach.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHGPPT6G","magazineArticle","","","RKI hält bis zu 300.000 Neuinfektionen für möglich","n-tv.de","","","","https://www.n-tv.de/wissen/RKI-haelt-bis-zu-300-000-Neuinfektionen-fuer-moeglich-article23103407.html","Während Nachbarstaaten lockern und feiern, hält Deutschland an den Corona-Maßnahmen fest. Erst mit dem Höhepunkt der Omikron-Welle sollen Beschränkungen fallen, wie Gesundheitsminister Lauterbach sagt. Ein RKI-Szenario zeigt nun: Dies könnte noch diesen Monat der Fall sein.","","2022-02-05 16:04:25","2022-02-05 16:04:49","2022-02-05 16:04:25","","","","","","","","","","","","","","de","","","","","","","","<p>score: 0</p>","/Users/bfmaier/Zotero/storage/7WLBEX2X/RKI-haelt-bis-zu-300-000-Neuinfektionen-fuer-moeglich-article23103407.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2UCAIM3","magazineArticle","","","RKI legt Modellierungen zu möglichen Verläufen vor","Süddeutsche.de","","","","https://www.sueddeutsche.de/gesundheit/krankheiten-rki-legt-modellierungen-zu-moeglichen-verlaeufen-vor-dpa.urn-newsml-dpa-com-20090101-220203-99-963880","Zu möglichen Verläufen der Omikron-Welle in Deutschland hat das Robert Koch-Institut (RKI) verschiedene Szenarien vorgelegt.","","2022-02-05 16:05:21","2022-02-05 16:05:33","2022-02-05 16:05:21","","","","","","","","","","","","","","de","","","","","","","","<p>score: 100</p>","/Users/bfmaier/Zotero/storage/UY9JLKKL/krankheiten-rki-legt-modellierungen-zu-moeglichen-verlaeufen-vor-dpa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4P67NXXH","magazineArticle","","","Lockern oder Lockdown?","Süddeutsche.de","","","","https://www.sueddeutsche.de/projekte/artikel/gesundheit/coronavirus-in-deutschland-lockern-oder-lockdown-e889281/","Täglich kommen mehr mit Omikron Infizierte ins Krankenhaus. Modellrechnungen zeigen, wie sich die Welle in den nächsten Wochen entwickeln könnte. Sie geben Grund zur Hoffnung.","","2022-02-05 16:06:06","2022-02-05 16:06:19","2022-02-05 16:06:06","","","","","","","","","","","","","","de","","","","","","","Section: Gesundheit","<p>score: 50</p>","/Users/bfmaier/Zotero/storage/TKM4QHY9/coronavirus-in-deutschland-lockern-oder-lockdown-e889281.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46WCUCDB","newspaperArticle","2022","Germany, Stuttgarter Zeitung, Stuttgart","Coronavirus: RKI legt Modelle zu möglichen Verläufen der Omikron-Welle vor","stuttgarter-zeitung.de","","","","https://www.stuttgarter-zeitung.de/inhalt.coronavirus-rki-legt-modelle-zu-moeglichen-verlaeufen-der-omikron-welle-vor.fa933907-fe62-42e5-b16f-221a77d63bc5.html","Wie verläuft die Omikron-Welle? Wie viele Infizierte könnte es pro Tag geben? Das Robert Koch-Institut stellt jetzt Ergebnisse von Modellierungen dazu ins Netz. Das Bundesgesundheitsministerium kennt sie nach RKI-Angaben schon länger.","2022-02-03","2022-03-27 15:32:11","2022-03-27 15:32:48","2022-03-27 15:32:11","","","","","","","Coronavirus","","","","","","","de","","","","","","","","<p>score: 1</p>","/Users/bfmaier/Zotero/storage/U3FWAK97/inhalt.coronavirus-rki-legt-modelle-zu-moeglichen-verlaeufen-der-omikron-welle-vor.fa933907-fe6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CM3RL9MY","newspaperArticle","2022","","Weitere Omikron-Welle bis April? Neues RKI-Modell liefert bittere Prognose","inFranken.de","","","","https://www.infranken.de/ueberregional/deutschland/prognose-omikron-entwicklung-bis-april-neues-rki-modell-gibt-hinweise-auf-weitere-welle-art-5382874","Das Robert-Koch-Institut hat ein Modell erstellt, dass einen möglichen Verlauf der Omikron-Infektionen zeigt - inklusive zukünftiger Fallzahlen. Karl Lauterbach liefert eine Einschätzung, für wie zutreffend er die Zahlen hält.","2022-02-05","2022-03-27 15:33:42","2022-03-27 15:34:10","2022-03-27 15:33:42","","","","","","","Weitere Omikron-Welle bis April?","","","","","","","de","","","","","","","","<p>score: 0</p>","/Users/bfmaier/Zotero/storage/FVEEPUSI/prognose-omikron-entwicklung-bis-april-neues-rki-modell-gibt-hinweise-auf-weitere-welle-art-538.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAHBT63G","magazineArticle","2022","","Ist die Omikron-Welle Ende Februar vorbei – und ein Corona-Exit denkbar?","Ruhr Nachrichten","","","","https://www.ruhrnachrichten.de/ueberregionales/ist-die-omikron-welle-ende-februar-vorbei-und-ein-corona-exit-denkbar-w1721160-2000439195/","","2022-02-04","2022-03-27 15:43:38","2022-03-27 15:44:18","2022-03-27 15:43:38","","","","","","","","","","","","","","de-DE","","","","","","","","<p>score: 5</p>","/Users/bfmaier/Zotero/storage/2UBBVF6G/ist-die-omikron-welle-ende-februar-vorbei-und-ein-corona-exit-denkbar-w1721160-2000439195.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEB6FFRX","magazineArticle","2022","NDR","Corona-Lockerungen trotz hoher Inzidenzen: Wie passt das zusammen?","NDR","","","","https://www.ndr.de/nachrichten/info/Corona-Lockerungen-trotz-hoher-Inzidenzen-Wie-passt-das-zusammen,corona10346.html","Ist das neue Infektionsschutzgesetz verantwortungslos oder sind die Lockerungen der richtige Schritt in Richtung einer neuen Normalität? Was die Zahlen verraten und wie Experten auf die Lage blicken.","2022-03-20","2022-03-27 15:46:52","2022-03-27 15:52:57","2022-03-27 15:46:52","","","","","","","Corona-Lockerungen trotz hoher Inzidenzen","","","","","","","de","","","","","","","","<p>score: 20</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
